port_ID	port_name	lat	lon	buffer_in_KM	buffer_out_KM	Timezone	Shift1	Shift2	Shift3	Shift4	Shift5	Shift6	Shift7	Shift8	Shift9	ToUTC1	ToUTC2	ToUTC3	ToUTC4	ToUTC5	ToUTC6	ToUTC7	ToUTC8	ToUTC9	locode
354	Dalian	38.98991668	121.88966	70.97	70.97	Asia/Shanghai	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	CNDLC
1239	Damen Dao			24.1402	24.1402																				
9	Damietta	31.46088275	31.75862973	26.07	26.07	Africa/Cairo	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	EGDAM
335	Dammam	26.5057927	50.19729705	7.225907976	7.225907976	Asia/Riyadh	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	SADMM
2230	Damp			24.1402	24.1402																				
745	Dampier	-20.633333	116.716667	24.1402	24.1402	Australia/Perth	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	
1240	Danchang			24.1402	24.1402																				
1241	Dandong			24.1402	24.1402																				
1242	Dangjin			24.1402	24.1402																				
608	Danullg	-34.0691870672	-59.0289635676	0.0	0.0	America/Buenos_Aires	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	VNDAD
602	Dar es Salaam	-6.816667	39.3	24.1402	24.1402	Africa/Dar_es_Salaam	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	TZDAR
1243	Dartford			24.1402	24.1402																				
2336	Dartmouth			24.1402	24.1402																				
539	Darwin	-12.466667	130.85	24.1402	24.1402	Australia/Darwin	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-9.5	-9.5	-9.5	-9.5	-9.5	-9.5	-9.5	-9.5	-9.5	AUDRW
758	Das Island	25.15	52.86666667	24.1402	24.1402	Asia/Dubai	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-4.0	-4.0	-4.0	-4.0	-4.0	-4.0	-4.0	-4.0	-4.0	
665	Dasha	30.1333333333	122.066666667	0.0	0.0	Asia/Shanghai	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	CNDSA
593	Davao	7.066667	125.616667	24.1402	24.1402	Asia/Manila	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	PHDVO
3400	Salcombe																								
1068	Aroskobing			24.1402	24.1402																				
859	Arrecife			24.1402	24.1402																				
1069	Arroyo Seco			24.1402	24.1402																				
1070	Arsvagen			24.1402	24.1402																				
1071	Arzanah Island			24.1402	24.1402																				
1072	Arzev			24.1402	24.1402																				
712	Arzew El-Djedid	35.81666667	0.25	24.1402	24.1402	Africa/Algiers	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
611	Asauleyh	27.5166666667	52.5833333333	0.0	0.0	Asia/Tehran	2015-03-22 01:00:00	2015-09-21 23:00:00	2016-03-21 01:00:00	2016-09-20 23:00:00	2017-03-22 01:00:00	2017-09-21 23:00:00	2018-03-22 01:00:00	2018-09-21 23:00:00	2019-03-22 01:00:00	-3.5	-4.5	-3.5	-4.5	-3.5	-4.5	-3.5	-4.5	-3.5	IRASA
131	Ashdod	31.83435563	34.64289307	11.27	11.27	Asia/Jerusalem	2015-03-27 03:00:00	2015-10-25 01:00:00	2016-03-25 03:00:00	2016-10-30 01:00:00	2017-03-24 03:00:00	2017-10-29 01:00:00	2018-03-23 03:00:00	2018-10-28 01:00:00	2019-03-29 03:00:00	-2.0	-3.0	-2.0	-3.0	-2.0	-3.0	-2.0	-3.0	-2.0	ILASH
1073	Ashkelon			24.1402	24.1402																				
2110	Ashtabula			24.1402	24.1402																				
1074	Ashtart Terminal			24.1402	24.1402																				
1075	Askoy			24.1402	24.1402																				
1076	Assab			24.1402	24.1402																				
643	Assaluyeh	27.53333333	52.53333333	24.1402	24.1402	Asia/Tehran	2015-03-22 01:00:00	2015-09-21 23:00:00	2016-03-21 01:00:00	2016-09-20 23:00:00	2017-03-22 01:00:00	2017-09-21 23:00:00	2018-03-22 01:00:00	2018-09-21 23:00:00	2019-03-22 01:00:00	-3.5	-4.5	-3.5	-4.5	-3.5	-4.5	-3.5	-4.5	-3.5	IRASA
1077	Assens			24.1402	24.1402																				
460	Astakos			24.1402	24.1402																				
1078	Astoria			24.1402	24.1402																				
3001	Atimonan			24.1402	24.1402																				
1079	Atucha			24.1402	24.1402																				
236	Auckland	-36.84228418	174.784366	15.45	15.45	Pacific/Auckland	2015-04-05 02:00:00	2015-09-27 03:00:00	2016-04-03 02:00:00	2016-09-25 03:00:00	2017-04-02 02:00:00	2017-09-24 03:00:00	2018-04-01 02:00:00	2018-09-30 03:00:00	2019-04-07 02:00:00	-13.0	-12.0	-13.0	-12.0	-13.0	-12.0	-13.0	-12.0	-13.0	NZAKL
647	Augusta	37.216667	15.233333	16.74102712	16.74102712	Europe/Rome	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	ITAUG
3128	Avedore			24.1402	24.1402																				
437	Aveiro			24.1402	24.1402																				
1080	Aviles			24.1402	24.1402																				
1081	Avon			24.1402	24.1402																				
701	Avonmouth	51.5	-2.716667	0.189149735	0.189149735	Europe/London	2015-03-29 02:00:00	2015-10-25 01:00:00	2016-03-27 02:00:00	2016-10-30 01:00:00	2017-03-26 02:00:00	2017-10-29 01:00:00	2018-03-25 02:00:00	2018-10-28 01:00:00	2019-03-31 02:00:00	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	GBAVO
1082	Az Zawiyah			24.1402	24.1402																				
36	Azov	47.1241893	39.38589374	24.1402	24.1402	Europe/Moscow	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	
2096	ba			24.1402	24.1402																				
3104	Ba Ngoi			24.1402	24.1402																				
661	Ba Yu Quan	40.3666666667	122.166666667	0.0	0.0	Asia/Shanghai	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	CNBYQ
1083	Bach Ho Offshore			24.1402	24.1402																				
2111	Bagenkop			24.1402	24.1402																				
713	Bahia Blanca	-38.783333	-62.266667	24.1402	24.1402	America/Buenos_Aires	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	
1084	Bahia las Minas			24.1402	24.1402																				
302	Bahrain	26.19784	50.71145	24.1402	24.1402	Asia/Bahrain	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	BHKBS
1085	Bahrgan			24.1402	24.1402																				
1086	Baie Comeau			24.1402	24.1402																				
107	Busan	35.1017521	129.0871394	12.58790133	12.58790133	Asia/Seoul	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-9.0	-9.0	-9.0	-9.0	-9.0	-9.0	-9.0	-9.0	-9.0	KRPUS
195	Busan New Port	35.07395784	128.8126569	11.86426376	11.86426376	Asia/Seoul	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-9.0	-9.0	-9.0	-9.0	-9.0	-9.0	-9.0	-9.0	-9.0	KRBNP
1158	Bushehr			24.1402	24.1402																				
1159	Butinge Terminal			24.1402	24.1402																				
1160	Cabedelo			24.1402	24.1402																				
622	Cabimas	10.3666666667	-71.45	24.1402	24.1402	America/Caracas	2016-05-01 03:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	VECBS
1161	Cabo Negro			24.1402	24.1402																				
1162	Cabo Rojo			24.1402	24.1402																				
2118	Cabo San Lucas			24.1402	24.1402																				
866	Cadiz			24.1402	24.1402																				
1163	Caen-Ouistreham			24.1402	24.1402																				
867	Cagayan De Oro			24.1402	24.1402																				
65	Cagliari	39.21530939	9.070183175	41.84	41.84	Europe/Rome	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	ITCAG
3113	Cagliari Oil Terminal			24.1402	24.1402																				
534	Cai Lan	20.9666666667	107.05	0.0	0.0	Asia/Saigon	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-7.0	-7.0	-7.0	-7.0	-7.0	-7.0	-7.0	-7.0	-7.0	VNCLN
307	Cai Mep	10.6097	107.0125	17.94540942	17.94540942	Asia/Saigon	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-7.0	-7.0	-7.0	-7.0	-7.0	-7.0	-7.0	-7.0	-7.0	VNCMT
1164	Cairnryan			24.1402	24.1402																				
1165	Cairns			24.1402	24.1402																				
1166	Cairo (Illinois, USA)			24.1402	24.1402																				
1167	Calabar			24.1402	24.1402																				
1168	Calaca			24.1402	24.1402																				
1169	Calais			24.1402	24.1402																				
2231	Calapan			24.1402	24.1402																				
550	Caldera	9.91666666667	-84.7166666667	24.1402	24.1402	America/Costa_Rica	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	CRCAL
251	Callao	-12.05045027	-77.14779141	12.87	12.87	America/Lima	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	PECLL
1170	Camara de Lobos			24.1402	24.1402																				
1171	Cameron LA			24.1402	24.1402																				
614	Campamento	36.1666666667	-5.36666666667	0.0	0.0	Europe/Madrid	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	ESLLI
1172	Campana			24.1402	24.1402																				
1173	Campeche			24.1402	24.1402																				
516	Canakkale	40.15	26.4	24.1402	24.1402	Europe/Istanbul	2015-03-29 04:00:00	2015-11-08 03:00:00	2016-03-27 04:00:00	2016-10-30 03:00:00	2017-03-26 04:00:00	2017-10-29 03:00:00	2018-03-25 04:00:00	2018-10-28 03:00:00	2019-03-31 04:00:00	-2.0	-3.0	-2.0	-3.0	-2.0	-3.0	-2.0	-3.0	-2.0	TRCKZ
772	Canaport	45.2	-65.983333	24.1402	24.1402	America/Halifax	2015-03-08 03:00:00	2015-11-01 01:00:00	2016-03-13 03:00:00	2016-11-06 01:00:00	2017-03-12 03:00:00	2017-11-05 01:00:00	2018-03-11 03:00:00	2018-11-04 01:00:00	2019-03-10 03:00:00	3.0	4.0	3.0	4.0	3.0	4.0	3.0	4.0	3.0	
1174	Cangas de Morrazo			24.1402	24.1402																				
1175	Cangzhou			24.1402	24.1402																				
950	Canical			24.1402	24.1402																				
2119	Cannes			24.1402	24.1402																				
1176	Canvey Island			24.1402	24.1402																				
698	Caobeidian	38.95	118.516666667	0.0	0.0	Asia/Shanghai	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	
1244	Davisville			24.1402	24.1402																				
2121	De Kastri			24.1402	24.1402																				
1245	Decatur Alabama			24.1402	24.1402																				
3099	Degrad Des Cannes	4.85	-52.266667	24.1402	24.1402	America/Cayenne	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	GFDDC
1246	Delfzijl			24.1402	24.1402																				
1247	Den Helder			24.1402	24.1402																				
1248	Denia			24.1402	24.1402																				
3036	Denpasar			24.1402	24.1402																				
1249	Denton (Newhaven)			24.1402	24.1402																				
655	Detroit	42.333333	-83.033333	24.1402	24.1402	America/New_York	2015-03-08 03:00:00	2015-11-01 01:00:00	2016-03-13 03:00:00	2016-11-06 01:00:00	2017-03-12 03:00:00	2017-11-05 01:00:00	2018-03-11 03:00:00	2018-11-04 01:00:00	2019-03-10 03:00:00	4.0	5.0	4.0	5.0	4.0	5.0	4.0	5.0	4.0	USDET
1250	Devonport			24.1402	24.1402																				
1251	Dhamra			24.1402	24.1402																				
3037	Dhekelia			24.1402	24.1402																				
1252	Dhiba			24.1402	24.1402																				
1253	Dhuba			24.1402	24.1402																				
1254	Diakofti Kythiron			24.1402	24.1402																				
1255	Didon Offshore Terminal			24.1402	24.1402																				
961	Diego Suarez			24.1402	24.1402																				
1256	Dielette			24.1402	24.1402																				
1257	Dieppe			24.1402	24.1402																				
1258	Dikili			24.1402	24.1402																				
962	Dilli			24.1402	24.1402																				
685	Djen Djen	36.81666667	5.883333333	24.1402	24.1402	Africa/Algiers	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	DZDJE
1259	Djeno Offshore Terminal			24.1402	24.1402																				
160	Djibouti	11.6	43.1166666667	70.9473765	70.9473765	Africa/Djibouti	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	DJJIB
1260	Dneprobugskiy			24.1402	24.1402																				
742	DOCK - IN	-34.0691870672	-59.0289635676	0.0	0.0	America/Buenos_Aires	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	
743	DOCK - OUT	-34.0691870672	-59.0289635676	0.0	0.0	America/Buenos_Aires	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	
626	Doha	25.283333	51.533333	24.1402	24.1402	Asia/Qatar	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	-3.0	QADOH
2122	Donggang			24.1402	24.1402																				
1261	Donghae			24.1402	24.1402																				
3136	Donghaizhen			24.1402	24.1402																				
1262	Dongjiakou			24.1402	24.1402																				
3235	Dongshi			24.1402	24.1402																				
2123	Dongtou			24.1402	24.1402																				
682	Dongxi Liandao	34.75	119.416666667	0.0	0.0	Asia/Shanghai	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	
1263	Dongying			24.1402	24.1402																				
1264	Dordrecht			24.1402	24.1402																				
3122	Gaolan			24.1402	24.1402																				
3234	Gaoming			24.1402	24.1402																				
637	Gaoqiaozhen	40.8166666667	121.05	0.0	0.0	Asia/Shanghai	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	-8.0	
1331	Garrucha			24.1402	24.1402																				
1332	Garston			24.1402	24.1402																				
339	Gavle	60.69303793	17.22230696	24.1402	24.1402	Europe/Stockholm	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	SEGVX
2099	Gävle			24.1402	24.1402																				
1333	Gavrion			24.1402	24.1402																				
1334	Gazenica			24.1402	24.1402																				
54	Gdansk	54.38594197	18.7064827	10.4991452	10.4991452	Europe/Warsaw	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	PLGDN
176	Gdynia	54.53970743	18.51900764	10.14	10.14	Europe/Warsaw	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	PLGDY
1335	Gebig			24.1402	24.1402																				
14	Gebze	40.76528523	29.53457896	7.391260832	7.391260832	Europe/Istanbul	2015-03-29 04:00:00	2015-11-08 03:00:00	2016-03-27 04:00:00	2016-10-30 03:00:00	2017-03-26 04:00:00	2017-10-29 03:00:00	2018-03-25 04:00:00	2018-10-28 03:00:00	2019-03-31 04:00:00	-2.0	-3.0	-2.0	-3.0	-2.0	-3.0	-2.0	-3.0	-2.0	TRGEB
1336	Gedser			24.1402	24.1402																				
1012	Geelong			24.1402	24.1402																				
2130	Gela			24.1402	24.1402																				
363	Gemlik	40.41617714	29.08900469	24.1402	24.1402	Europe/Istanbul	2015-03-29 04:00:00	2015-11-08 03:00:00	2016-03-27 04:00:00	2016-10-30 03:00:00	2017-03-26 04:00:00	2017-10-29 03:00:00	2018-03-25 04:00:00	2018-10-28 03:00:00	2019-03-31 04:00:00	-2.0	-3.0	-2.0	-3.0	-2.0	-3.0	-2.0	-3.0	-2.0	TRGEM
1337	General San Martin			24.1402	24.1402																				
839	General Santos			24.1402	24.1402																				
293	Genoa	44.4103019	8.852460621	15.04541776	15.04541776	Europe/Rome	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	ITGOA
293	Genova	44.4103019	8.852460621	15.04541776	15.04541776	Europe/Rome	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	ITGOA
796	Georgetown			24.1402	24.1402																				
965	Georgetown (Grand Cayman)			24.1402	24.1402																				
2205	Georgetown (SC)			24.1402	24.1402																				
1338	Geraldton			24.1402	24.1402																				
120	Ghazaouet	35.10346679	-1.861620186	24.1402	24.1402	Africa/Algiers	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	
3147	Ghent	51.16530783	3.788772764	10.23923286	10.23923286	Europe/Brussels	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	
292	Gibraltar	36.13879756	-5.361518334	3.168377864	3.168377864	Europe/Gibraltar	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	GIGIB
1339	Giessendam			24.1402	24.1402																				
1340	Giglio			24.1402	24.1402																				
880	Gijon			24.1402	24.1402																				
1341	Gilimanuk			24.1402	24.1402																				
226	Gioia Tauro	38.45766036	15.90677656	42.97	42.97	Europe/Rome	2015-03-29 03:00:00	2015-10-25 02:00:00	2016-03-27 03:00:00	2016-10-30 02:00:00	2017-03-26 03:00:00	2017-10-29 02:00:00	2018-03-25 03:00:00	2018-10-28 02:00:00	2019-03-31 03:00:00	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	-2.0	-1.0	ITGIT
1342	Girassol Terminal			24.1402	24.1402																				
3022	Gladstone	-23.85	151.25	24.1402	24.1402	Australia/Brisbane	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	2020-01-03 00:00:00	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0	-10.0	AUGLT
1343	Glasgow			24.1402	24.1402																				
1344	Glensanda			24.1402	24.1402																				
465	Gloucester			24.1402	24.1402																				
1412	Hurghada			24.1402	24.1402																				
971	Husavik			24.1402	24.1402																				
972	Husoy			24.1402	24.1402																				
1413	Husum			24.1402	24.1402																				
1414	Husum, SE			24.1402	24.1402																				
1415	Hvide Sande			24.1402	24.1402																				
1416	Iberia			24.1402	24.1402																				
1417	Ibiza			24.1402	24.1402																				
884	Icdas			24.1402	24.1402																				
